2025-01-21 14:37:22,219 - INFO - Pod: airflow-triggerer-0, CPU: 0.084 cores, Memory: 343.0 MiB
2025-01-21 14:37:22,220 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:37:27,357 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:37:27,357 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.165 cores, Memory: 440.0 MiB
2025-01-21 14:37:27,357 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:37:27,358 - INFO - Pod: airflow-triggerer-0, CPU: 0.084 cores, Memory: 343.0 MiB
2025-01-21 14:37:27,358 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:37:32,505 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:37:32,505 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.165 cores, Memory: 440.0 MiB
2025-01-21 14:37:32,505 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:37:32,505 - INFO - Pod: airflow-triggerer-0, CPU: 0.084 cores, Memory: 343.0 MiB
2025-01-21 14:37:32,505 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:37:37,667 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:37:37,667 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:37:37,668 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:37:37,668 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:37:37,669 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:37:42,814 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:37:42,814 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:37:42,819 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:37:42,819 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:37:42,819 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:37:49,240 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:37:49,241 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:37:49,241 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:37:49,242 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:37:49,243 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:37:54,385 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:37:54,386 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:37:54,386 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:37:54,387 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:37:54,387 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:37:59,547 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:37:59,548 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:37:59,548 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:37:59,549 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:37:59,549 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:04,678 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:38:04,678 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:38:04,678 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:38:04,680 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:38:04,680 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:09,828 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:38:09,828 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:38:09,829 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:38:09,830 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:38:09,830 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:14,965 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:38:14,965 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:38:14,965 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:38:14,965 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:38:14,965 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:20,099 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:38:20,100 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:38:20,100 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:38:20,101 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:38:20,102 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:25,260 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:38:25,261 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:38:25,262 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:38:25,262 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:38:25,263 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:30,417 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:38:30,418 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:38:30,418 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:38:30,419 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:38:30,420 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:35,555 - INFO - Pod: airflow-postgresql-0, CPU: 0.028 cores, Memory: 81.0 MiB
2025-01-21 14:38:35,556 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.16 cores, Memory: 436.0 MiB
2025-01-21 14:38:35,556 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 20.0 MiB
2025-01-21 14:38:35,557 - INFO - Pod: airflow-triggerer-0, CPU: 0.106 cores, Memory: 350.0 MiB
2025-01-21 14:38:35,557 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1651.0 MiB
2025-01-21 14:38:40,678 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:38:40,678 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:38:40,679 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:38:40,679 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:38:40,679 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:38:45,947 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:38:45,948 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:38:45,948 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:38:45,949 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:38:45,949 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:38:51,102 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:38:51,102 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:38:51,102 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:38:51,102 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:38:51,102 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:38:56,259 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:38:56,260 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:38:56,260 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:38:56,260 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:38:56,261 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:01,560 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:39:01,561 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:39:01,561 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:01,562 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:39:01,563 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:06,817 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:39:06,818 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:39:06,819 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:06,819 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:39:06,820 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:11,998 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:39:11,998 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:39:11,999 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:11,999 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:39:12,000 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:17,272 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:39:17,273 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:39:17,275 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:17,275 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:39:17,275 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:22,448 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:39:22,448 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:39:22,449 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:22,449 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:39:22,450 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:27,650 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:39:27,651 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:39:27,651 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:27,651 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:39:27,652 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:32,759 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 14:39:32,759 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.164 cores, Memory: 437.0 MiB
2025-01-21 14:39:32,759 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:32,759 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 353.0 MiB
2025-01-21 14:39:32,759 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.01 cores, Memory: 1652.0 MiB
2025-01-21 14:39:37,939 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:39:37,939 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:39:37,942 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:37,943 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:39:37,943 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:39:43,094 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:39:43,095 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:39:43,095 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:43,095 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:39:43,096 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:39:48,298 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:39:48,301 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:39:48,301 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:48,301 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:39:48,301 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:39:53,454 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:39:53,454 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:39:53,456 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:53,456 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:39:53,456 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:39:58,653 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:39:58,653 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:39:58,654 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:39:58,654 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:39:58,655 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:03,775 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:40:03,776 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:40:03,777 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:40:03,778 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:40:03,778 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:08,901 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:40:08,902 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:40:08,903 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:40:08,903 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:40:08,904 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:14,038 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:40:14,039 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:40:14,039 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:40:14,040 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:40:14,040 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:19,228 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:40:19,229 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:40:19,229 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:40:19,229 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:40:19,230 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:24,413 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:40:24,414 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:40:24,414 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:40:24,416 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:40:24,416 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:29,557 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:40:29,557 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:40:29,558 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:40:29,559 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:40:29,559 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:34,669 - INFO - Pod: airflow-postgresql-0, CPU: 0.032 cores, Memory: 81.0 MiB
2025-01-21 14:40:34,669 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.159 cores, Memory: 439.0 MiB
2025-01-21 14:40:34,669 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 21.0 MiB
2025-01-21 14:40:34,669 - INFO - Pod: airflow-triggerer-0, CPU: 0.102 cores, Memory: 354.0 MiB
2025-01-21 14:40:34,669 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:39,798 - INFO - Pod: airflow-postgresql-0, CPU: 0.036 cores, Memory: 82.0 MiB
2025-01-21 14:40:39,799 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.175 cores, Memory: 440.0 MiB
2025-01-21 14:40:39,799 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 22.0 MiB
2025-01-21 14:40:39,799 - INFO - Pod: airflow-triggerer-0, CPU: 0.1 cores, Memory: 354.0 MiB
2025-01-21 14:40:39,800 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:39,800 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-u0adr3a2, CPU: 0.56 cores, Memory: 303.0 MiB
2025-01-21 14:40:44,922 - INFO - Pod: airflow-postgresql-0, CPU: 0.036 cores, Memory: 82.0 MiB
2025-01-21 14:40:44,922 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.175 cores, Memory: 440.0 MiB
2025-01-21 14:40:44,922 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 22.0 MiB
2025-01-21 14:40:44,922 - INFO - Pod: airflow-triggerer-0, CPU: 0.1 cores, Memory: 354.0 MiB
2025-01-21 14:40:44,922 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:44,925 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-u0adr3a2, CPU: 0.56 cores, Memory: 303.0 MiB
2025-01-21 14:40:50,060 - INFO - Pod: airflow-postgresql-0, CPU: 0.036 cores, Memory: 82.0 MiB
2025-01-21 14:40:50,060 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.175 cores, Memory: 440.0 MiB
2025-01-21 14:40:50,061 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 22.0 MiB
2025-01-21 14:40:50,061 - INFO - Pod: airflow-triggerer-0, CPU: 0.1 cores, Memory: 354.0 MiB
2025-01-21 14:40:50,062 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:50,062 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-u0adr3a2, CPU: 0.56 cores, Memory: 303.0 MiB
2025-01-21 14:40:55,202 - INFO - Pod: airflow-postgresql-0, CPU: 0.036 cores, Memory: 82.0 MiB
2025-01-21 14:40:55,202 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.175 cores, Memory: 440.0 MiB
2025-01-21 14:40:55,202 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 22.0 MiB
2025-01-21 14:40:55,202 - INFO - Pod: airflow-triggerer-0, CPU: 0.1 cores, Memory: 354.0 MiB
2025-01-21 14:40:55,202 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1652.0 MiB
2025-01-21 14:40:55,202 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-u0adr3a2, CPU: 0.56 cores, Memory: 303.0 MiB
2025-01-21 14:41:00,345 - INFO - Pod: airflow-postgresql-0, CPU: 0.036 cores, Memory: 82.0 MiB
