2025-01-21 14:59:47,990 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 14:59:47,991 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 14:59:47,992 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 14:59:47,992 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 14:59:47,993 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 14:59:53,110 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 14:59:53,110 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 14:59:53,110 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 14:59:53,110 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 14:59:53,110 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 14:59:58,244 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 14:59:58,245 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 14:59:58,245 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 14:59:58,247 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 14:59:58,247 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:03,378 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 15:00:03,378 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:00:03,379 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:00:03,379 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 15:00:03,379 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:08,512 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 15:00:08,513 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:00:08,513 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:00:08,513 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 15:00:08,514 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:13,668 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 15:00:13,671 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:00:13,671 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:00:13,671 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 15:00:13,671 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:18,795 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 15:00:18,795 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:00:18,795 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:00:18,795 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 15:00:18,795 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:23,924 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 15:00:23,924 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:00:23,924 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:00:23,924 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 15:00:23,924 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:29,102 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 15:00:29,103 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:00:29,104 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:00:29,104 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 15:00:29,104 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:34,283 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 81.0 MiB
2025-01-21 15:00:34,284 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:00:34,285 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:00:34,285 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 357.0 MiB
2025-01-21 15:00:34,285 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:00:39,413 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:00:39,414 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:00:39,414 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:00:39,415 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:00:39,415 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:00:39,415 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:00:44,539 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:00:44,540 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:00:44,541 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:00:44,542 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:00:44,543 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:00:44,543 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:00:49,677 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:00:49,678 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:00:49,678 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:00:49,679 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:00:49,679 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:00:49,679 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:00:54,871 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:00:54,872 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:00:54,872 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:00:54,872 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:00:54,873 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:00:54,873 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:01:00,024 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:00,029 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:00,030 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:00,031 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:00,031 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:00,032 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:01:05,167 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:05,168 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:05,168 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:05,168 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:05,168 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:05,168 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:01:10,296 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:10,296 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:10,297 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:10,298 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:10,298 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:10,298 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:01:15,425 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:15,426 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:15,427 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:15,428 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:15,428 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:15,429 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:01:20,565 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:20,565 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:20,565 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:20,565 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:20,565 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:20,565 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:01:25,703 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:25,703 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:25,703 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:25,703 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:25,703 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:25,703 - INFO - Pod: parquet-transform-dag-v1-transform-parquet-v2-n7jlmr57, CPU: 0.51 cores, Memory: 315.0 MiB
2025-01-21 15:01:30,834 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:30,835 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:30,836 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:30,836 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:30,837 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:35,967 - INFO - Pod: airflow-postgresql-0, CPU: 0.034 cores, Memory: 81.0 MiB
2025-01-21 15:01:35,967 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.169 cores, Memory: 444.0 MiB
2025-01-21 15:01:35,968 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 25.0 MiB
2025-01-21 15:01:35,969 - INFO - Pod: airflow-triggerer-0, CPU: 0.101 cores, Memory: 357.0 MiB
2025-01-21 15:01:35,969 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:01:41,114 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:01:41,115 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:01:41,116 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:01:41,116 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:01:41,117 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:01:46,263 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:01:46,264 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:01:46,264 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:01:46,265 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:01:46,265 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:01:51,399 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:01:51,400 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:01:51,402 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:01:51,402 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:01:51,403 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:01:56,517 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:01:56,517 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:01:56,517 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:01:56,517 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:01:56,517 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:01,680 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:02:01,684 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:02:01,685 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:02:01,685 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:02:01,685 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:06,838 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:02:06,839 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:02:06,840 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:02:06,840 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:02:06,841 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:11,985 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:02:11,985 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:02:11,986 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:02:11,986 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:02:11,987 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:17,121 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:02:17,122 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:02:17,122 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:02:17,123 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:02:17,123 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:22,238 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:02:22,239 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:02:22,240 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:02:22,240 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:02:22,241 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:27,363 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:02:27,364 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:02:27,364 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:02:27,365 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:02:27,365 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:32,516 - INFO - Pod: airflow-postgresql-0, CPU: 0.035 cores, Memory: 82.0 MiB
2025-01-21 15:02:32,516 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.166 cores, Memory: 444.0 MiB
2025-01-21 15:02:32,517 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.008 cores, Memory: 24.0 MiB
2025-01-21 15:02:32,517 - INFO - Pod: airflow-triggerer-0, CPU: 0.103 cores, Memory: 357.0 MiB
2025-01-21 15:02:32,518 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.005 cores, Memory: 1650.0 MiB
2025-01-21 15:02:37,653 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
2025-01-21 15:02:37,654 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.153 cores, Memory: 450.0 MiB
2025-01-21 15:02:37,654 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.007 cores, Memory: 24.0 MiB
2025-01-21 15:02:37,654 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 359.0 MiB
2025-01-21 15:02:37,655 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:02:42,823 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
2025-01-21 15:02:42,824 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.153 cores, Memory: 450.0 MiB
2025-01-21 15:02:42,824 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.007 cores, Memory: 24.0 MiB
2025-01-21 15:02:42,825 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 359.0 MiB
2025-01-21 15:02:42,825 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:02:48,027 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
2025-01-21 15:02:48,028 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.153 cores, Memory: 450.0 MiB
2025-01-21 15:02:48,028 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.007 cores, Memory: 24.0 MiB
2025-01-21 15:02:48,029 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 359.0 MiB
2025-01-21 15:02:48,029 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:02:53,150 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
2025-01-21 15:02:53,151 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.153 cores, Memory: 450.0 MiB
2025-01-21 15:02:53,151 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.007 cores, Memory: 24.0 MiB
2025-01-21 15:02:53,151 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 359.0 MiB
2025-01-21 15:02:53,151 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:02:58,278 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
2025-01-21 15:02:58,279 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.153 cores, Memory: 450.0 MiB
2025-01-21 15:02:58,279 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.007 cores, Memory: 24.0 MiB
2025-01-21 15:02:58,280 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 359.0 MiB
2025-01-21 15:02:58,280 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:03:03,459 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
2025-01-21 15:03:03,460 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.153 cores, Memory: 450.0 MiB
2025-01-21 15:03:03,460 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.007 cores, Memory: 24.0 MiB
2025-01-21 15:03:03,462 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 359.0 MiB
2025-01-21 15:03:03,462 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:03:08,616 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
2025-01-21 15:03:08,616 - INFO - Pod: airflow-scheduler-6c87cc4999-cfc9b, CPU: 0.153 cores, Memory: 450.0 MiB
2025-01-21 15:03:08,616 - INFO - Pod: airflow-statsd-769b757665-j79v7, CPU: 0.007 cores, Memory: 24.0 MiB
2025-01-21 15:03:08,617 - INFO - Pod: airflow-triggerer-0, CPU: 0.097 cores, Memory: 359.0 MiB
2025-01-21 15:03:08,617 - INFO - Pod: airflow-webserver-76897578b8-42m5q, CPU: 0.004 cores, Memory: 1650.0 MiB
2025-01-21 15:03:13,773 - INFO - Pod: airflow-postgresql-0, CPU: 0.029 cores, Memory: 82.0 MiB
